댓글 작성자,영상 시간,댓글 내용
kibarra96,34:32,Glossier made a 500K donation to organizations fighting racial injustice and allocated an additional 500K to black owned business to issue in the form of grants
Sandra,34:32,I'm looking for a dupe to the Tarte Clay Play 1st edition
Miranda Stephens,34:33,yeah its hard to say what to do because so many people think certain things are not appropriate at different times... sorry it was just a suggestion
bardlover6,34:33,@lauramac Tate’s content has gotten stale. Used to watch all her videos right away
Julie,34:33,I am playing the old Myst game on my daughters switch and having so much fun
Makeup Junky,34:34,Jennifer Ruiz. Happy Sunday. Whatever you are you matter!
Sherry Goudie,34:34,What’s on your mug Jen?
Mel,34:36,Sending love and light to everyone in this chat. Praying for change! Praying for kindness to prevail above all else!
Eliza Moeller,34:42,"Re: children's book, AntiRacist baby by Ibram X Kendi. While you're looking, check out How to Be Anti-Racist"
Tiffany PK,34:42,Hey @AmeerahMuhammad
Karen Smith,34:47,"@manderjack deflects from the message. We had centuries of knowing white lives matter. Doesn't need to be said. You apparently have to yell, scream, punch 4 some to recognize that black lives matter."
Heather Rubino,34:47,I believe that we as white women possess the authority to influence in our communities to effect change
CD Recovery,34:55,Collective Brain Elite에 오신 것을 환영합니다
Mary Dixon,35:01,I think that is Daisy Twinkle in the purple bottle back there
Jen Fangirl,35:01,"there is a great series of Kids books that are all titled ""A kids book about...."" race, lgtbq+, feminism etc. They are very good."
Home Team,35:09,I ordered the safari palette at half price and I totally love it
Nicole Banker,35:12,Collective Brain Elite에 오신 것을 환영합니다
EnchantedWings,35:12,"A long time ago, a comedian in the UK did a segment gsowed that children can have projudice as a child was told to show good child, pointed at the white child, bad child - black child. It was so sad."
Anonymous Prepper,35:13,We can talk about both... we need a break from CNN
Makeup with Mia,35:20,"the emotional labor is exhausting, I'm sure, but I think that there are people who aren't sure what is a good resource."
Nikki Crayons,35:21,heather you made your initial point. why dont you elaborate
sandy5791,35:23,"Thank you, Jen!"
Jennifer Ruiz,35:26,@Makeup Junky ill ignore the latter but yes have a blessed sunday...
Angeline,35:28,maderjack
Shirley,35:28,No matter what you do someone will see the wrong in it.
Allison McAllister,35:29,When is your state opening? Will your husband open his shop soon.
IndigobluBeauty,35:39,"Watch 13th on Netflix, eyes on the prize series from pbs, the emmitt till story to name a few"
Angeline,35:39,nothing you just get the heart
Jessica Barone,35:40,Black people don't have the emotional bandwidth right now to educate recently woke white folx
JayJay,35:40,"That’s part of the problem. Conversation can never be had without being considered wrong, insensitive, tone deaf, called names.Its so sad"
Joanna Rivera,35:50,Did you happen to watch the space launch?
DQ4eva363,35:52,can u please change topic
Ameerah Muhammad,35:54,@Tiffany Ponds-Kembro hey ❤️ how are you doing through all of this?
Gen Giovannone,35:57,Collective Brain Elite에 오신 것을 환영합니다
Jen Fangirl,36:02,"I think the book ""So you wanna talk about race"" should be required reading as well. It was uncomfortable and so eye opening."
Paula Blue,36:03,Lol facts Jessica
emysupernova,36:03,Collective Brain Elite에 오신 것을 환영합니다
MARKY MARK,36:03,Love your live chats
Fanni Diána Klucsik,36:16,"It's so weird seeing all this from europe, my country is being completely f-d up in a different way, the world is so scary right now."
Maricela Sanchez,36:21,Every time I see the violence it makes me cry. Why can’t we show kindness to one another.
Betty Wilder,36:24,When one side breaks the social contract we all agree to live by then chaos ensues. There is a peaceful protest in my town today at the police station.
MillieMoo CKCMILLIEMOO,36:24,Thank you for the live chats!!
Luanne Santos,36:25,New Jersey police are walking with protesters. They’re bringing water and food for everyone too
Marisa Irven,36:27,If white people were afraid of the police who are supposed to help and not take their lives things would be so different. As a Latina after the border problem I’m afraid to be in public or near a cop
Kat Sm-Wo,36:28,What do the Green member things at the top of the screen mean
Renee Revolinski,36:29,@JayJay - so true
Scottilicious McFabulous,36:32,How do you feel about big Youtubers going out to malls and looting?
AngelSKitCat,36:40,Will you be getting the CREMATED PALETTE???
Jennifer Ruiz,36:40,100% @Betty Wilder
Sussex Sandra,36:40,I think what also needs to be looked at is White Priviedge and Police relations. Think about Amy Cooper this week. That totally gives context to White Priviledge.
Paula Blue,36:50,who was doing that? scott
Ameerah Muhammad,36:52,@Jessica Barone exactly. Thank you. We are TIRED.
Nikki Crayons,36:59,we are too used to being COMFORTABLE to have the hard discussions with open ears
Graciela,36:59,if you search “how to be anti racist” you will find great books and online resouraces
Averia Gaskin,37:01,Ooooo what you tubers are looting in the malls!
Lana A,37:06,Hi Jen I just want to say hi I hope you’re staying healthy & happy as well your family❤️❤️
Banshee Muse,37:06,where are these people going to go after they have burned their city down? what about the poor that just cannot move
MARKY MARK,37:06,Omg 😂😂😂❤️❤️
DQ4eva363,37:09,thoughts on jaclyn's latest videos?
Machteld Sofia,37:09,We all know that not all cops are bad ones. The problem is that the bad ones are louder and it has to stop.
Mayra L,37:10,💯 Sandra.
Phyrra Nyx,37:10,"There are so many great books and tv shows to help educate you. Google 'children's books on racism' Watch shows like Dear White People, Blackish, Mixedish, you can definitely find great resources"
Luanne Santos,37:19,She said she wasn’t going to get the Cremated palette
Monz,37:20,I recommend the Netflix documentary called “13th” about racial inequality in your country. Jen Luvs Reviews. A great place to start.
BRIT CLARKE,37:22,There’s a protest in my small city today and it’s terrifying. I’m praying it remains civil
Julie,37:22,My heart is breaking right now
Unapologetically Mocha,37:23,"I admit I’m getting weary of repeating myself, but I’m more than willing to point people to good resources."
Talestra,37:23,"So, there I was attempting an over the top wing liner, got my brush tip caught in my eyelash! I now know what it feels like to get flicked in the eye by liner!"
Jennifer Ruiz,37:25,@Marisa Irven i share the same sentiments so i have to switch my angle.. i do other things of advocacy and when i feel better i can stand and protest.. ive done it before but its too much
Shirley,37:31,Yup that would be me lol 😂 I joined
Laura Mac,37:31,@bardlover6 I agree
Jessica Barone,37:42,"yes Paula, I didn't know what it meant and got called out by a black influence for going about it that way. I chose then to unpack my privilege and do the work. I needed to face my fragility."
Makeup with Michelle,37:43,@monz that's a very eye opening documentary
maricella888,37:45,@Marisa Irven Me too
Fearless Beauty Queen,37:48,I don’t trust a lot of officers. I will never forget the day they surrounded pulled out guns on my husband. Because “he matched the description of a black male” It was the scariest day of my life.
Lycia Tomlinson,37:49,"@Heather Rubino Covid twice since Jan., no friends since this dministration, and living in an extremely racist area of NC makes it impossiblee for me at the moment, but I agree."
Erin McManaway,37:52,Keep giving recommendations for extra reading and research on these issues! Education is the best tool to fight ignorance
Monika luvs beauty420,37:56,"so when school goes back, theyll most likely be wearing masks..."
Tracie 3,38:00,I feel violence causes more fear by all though..
Angi English,38:01,Collective Brain Elite에 오신 것을 환영합니다
Nikki Crayons,38:05,im scared to join the protests but i believe in what black people are doing!
Justine Couture,38:05,i feel really helpless right now with the situation. it is infuriating - i woke up this morning with a message from lady gaga that pretty much summed up why i feel
Nat GL,38:07,can't believe I finally caught a stream! hi from spain! :)
Monika luvs beauty420,38:08,because of the viruae
Monz,38:09,Yes Makeup With Michelle ❤️ I agree
MzzVixen,38:14,"Hi Jen, I'm 60 yrs old and remember hearing Dr King talking on the TV , I wasn't old enough to completely understand what he was talking about, but his words and passion touched me,"
ana puentes,38:15,"Hi Jen, I suggest everybody reads “Me and white supremacy”, written by a black woman, and focused on bringing awareness especially to white or visually white people"
Mandy S.,38:16,I think there are ways to support rn that can tie in to your content. You could do a vid on black owned makeup companies? Ora specific stream guesting black creators & donate superchat proceeds.
Julie,38:17,It was an awesome video
Tiffany PK,38:18,"@AmeerahMuhammad I’ll be honest, I’m emotionally exhausted and consistently disappointed. I have a 20 year old son for whom I’m terrified. How are you doing?"
PhoenixBella,38:20,i cried a lot last night thinking Floyd's last words. i live in Finland and wonder where is US going? i'm afraid for you guys. we need peace. this racism has to stop
Sussex Sandra,38:26,Trevor Noah gave a fantastic viewpoint on his channel this week.
Ursula TheAwesome,38:27,that curve is gonna be really curvy after all these riots. poor nurses and doctors
Aisha Khalil,38:29,Oh trevor noah is the best. His book is so good.
Gen Giovannone,38:29,exactly
Katie Stevens,38:30,The people attempting to change the subject are the epitome of privilege.
Paula Blue,38:32,well said.
Jen Fangirl,38:40,"Try the books titled ""A kids book about..."" They address Race, Feminism, LBGTQ+ and other hot button issues."
Jennifer Ruiz,38:46,@Sussex Sandra absolutely... just like books like white fragility and stamped from the beginning both are amazing
Mary Dixon,38:46,Hei Suomi
Monika luvs beauty420,38:49,that is very true jen
Sarojin Abhi,38:49,"This all started in my home neighborhood, where I used to play as a kid. My brothers are participating in peaceful protests and exposing outside instigators. I'm so proud"
Erin McManaway,38:51,Look at articles like unpacking the invisible knapsack
Tracie 3,38:51,That’s a good way of wording it unfortunately
Chris Leeds,38:51,I am white privileged... I am a white passing POC... the confusion and despair is difficult and soul crushing
Graciela,38:52,@katestevens yes haha
Valerie Stewart,38:55,@Katie Stevens agree.
MzzVixen,38:57,"I have tried to live to help get his dream to become real, and when President Obama was elected twice I had hope too that we were closer to Dr King's dream"
Shirley,39:11,Love ya my friend I have to get back to the heating pad. Have a good day 🌞
maricella888,39:13,@Katie Stevens Exactly!
Katie Burns,39:17,White privilege has nothing to do with economics
MARKY MARK,39:25,Yes I think a lot of people misunderstand what white privilege is
Becky Miller,39:32,The website Here Wee Read has a list of books on diversity.
Ameerah Muhammad,39:33,@Tiffany Ponds-Kembro angry sad and scared for my brother. I live with him and his godson.
Life Of Jenn,39:38,hey Jenn
lilbitspunky,39:39,Another problem is the lower standards for new officers that have been integrated throughout the past few years... fewer background checks and counciling
Monz,39:39,George Floyd “I can’t breathe”
Julie,39:40,"i’m a middle-aged white woman, I have a privilege. I struggle, but I acknowledge that my struggle is not the same."
Mayra L,39:40,Oh Katie....that is far from the truth.
PenniePlatinum,39:41,I didn't understand white privilege until I attended a multiculturalism series. It was a real eye opener.
MzzVixen,39:41,"but we have gone backwards so much, I'm again afraid. we never will"
Caitlyn Kirby,39:43,"That’s exactly it about white privilege. In my college class of human service majors, we took a poll and many of the people in class don’t believe it😐"
LV Linda6,39:46,And in Rhodesia it is the opposite. It is the white people are getting slaughtered.
Melinda Clark,39:47,I suggest read the book Born a Crime by Trevor Noah. He grew up in South Africa during apartheid
cheerynesstv,39:48,hi everyone...late to this conversation
Katie Stevens,39:53,@katie burns can you elaborate? I don't understand your viewpoint.
Jennifer Ruiz,39:57,white privilege makes white people uncomfortable.. bc it is the assumption of it being personalized .. many dont understand that term...
Hapa Rat,39:58,I'm in the Seattle area and one officer maced a 9 year old girl in the face yesterday - and the officers had their badge numbers taped so people can't see it. This is all so beyond my comprehension!
Nikki Crayons,39:59,white privilege = getting a head start in the race of live
Justine Couture,39:59,white privilege is real. and people have to stop thinking that by saying we are privileged it is taking something away from us
Jo Va,40:00,"it makes me so happy to see white ppl like you talk about this. we need you. it takes a lot of self control to see the deniers and not @ them , but i’m growing lol"
Sharron G,40:03,Beauty influencer Amanda Ensing has a beautiful tribute on instagram stories to #blacklivesmatter and what she can do to help acknowledging her light skin privilege even tho she's half Puerto Rico.
Graciela,40:06,Another great first step is to follow Alicia Garza on Instagram. She is the founder of black lives matter.
Nat GL,40:08,"I think a lot of white people are too busy saying ""but I'm not racist"" instead of educating themselves"
Angie B,40:10,Thank you for talking about this Jen! It's difficult to focus on makeup with everything going on in the world
Angeline,40:12,yes Mark!! exactly. they don't even know that they scream white privilege
Tonya Hall,40:13,Protests scheduled here in Jacksonville Fl today. It will get violent. Police here are very power hungry. Not all but....I’m scared for my grown son to even go in public.
dioneculbert,40:16,"omg...u have have to search ""how to be anti racist "" to explain to ur children...i. just cant..."
Trashley Fellers,40:17,"if you feel defensive at the term ""white privilege"" take a step back & examine why that is."
Unapologetically Mocha,40:18,White privilege =/= economic status.
Paula Kauffman,40:22,"Yes, it does!"
Jenn J,40:23,"I feel like while the protests are warranted, it feels like a bunch of quarentine energy. It wasn’t the BLM protesters that turned a car over and pooped on it in SLC UT. It was a bunch of brats"
Chris Leeds,40:24,Privilege has so much do with this and definitely with economics
Cosmic Slice,40:28,"some people think that ""white privilege' minimizes another person's struggle and it doesn't. But there are those who use the term to try and silence people."
A.K. C.,40:31,It ABSOLUTELY does
Deanna W,40:35,I think there’s a misunderstanding on white privilege because different people accuse others of it for a small thing. People on both sides misuse it hence the misunderstanding across the board
Ameerah Muhammad,40:48,It’s not enough to be “not racist” you have to be anti-racist.
Vishal Sharma haldiniya,40:49,hello
Angie B,40:51,There have been protests in Denver every day.
Mayra L,40:57,It absolutely does. It’s called systemic racism.
Jessica Barone,40:57,"When white people are confronted with their bigotry and privilege, it feels like oppression."
maricella888,40:58,Read Ta-Nehisi Coates books.
Katherine Kempton,41:02,"I feel like privilege isn't (pardon the turn of phrase), black and white. You can be privileged in one way (white), but not in others (female, gay, etc.). We have to use our privilege to help others."
Home Team,41:03,of course white priv plays into economics
Paula Kauffman,41:04,There are plenty of maps that show how race and economics are heavily correlated.
Sussex Sandra,41:06,White Privilege has EVERYTHING to do with White Privilege.
Nikki Crayons,41:07,"if white privilege had nothing to do with economics, target wouldn't have been burnt to the ground"
Kimberly Stewart,41:07,I’m glad you are talking about this.
Unapologetically Mocha,41:11,Privilege is being able to move through society without flaring questioned about your actions.
Emmy G,41:13,"white people on average make more, so yes white privilege does affect economics"
Elizabethann Ferrario,41:13,Forgive me but I can longer watch as yes distressing!
nodhill,41:20,white privilege unltimately has everything to with economics. Red Lining is something as a white person you dont deal with...
Tracie 3,41:21,How would you handle explaining this to your class if you were teaching?
IndigobluBeauty,41:21,"The criminal justice system is built on racism. Definitely watch the 13th on Netflix, ie “the criminalization of blackness”"
Jennifer Ruiz,41:25,very valid point.. @Deanna W
LucaXtagVtag,41:27,I'm working hard!
Amy,41:29,Wow. I'm glad I dropped in for this live chat. It's great that we're having this hard conversation and not just talking about makeup. THANK YOU.
MARKY MARK,41:29,1 of the issues is he wasn’t taken into custody the minute he was fired. Firing him was acknowledgment that he crossed the line & went against his duties. They acknowledged the murder but no arrest
Trish Brennan,41:30,"White people need tostop lecturing at black folks when and what to be upset about, how to ""peacefully"" protest. Stop asking them to be endlessly patient, forgiving, and sensitive to white feelings."
Kaila Deiman,41:37,"But, being white means you have more opportunities to overcome your struggles and poverty."
Kristin F,41:41,"I can fully understand why people are going to violence rn. When the very ppl who are supposed to keep us is safe result to violence and kill people, how are other ppl suppose to react??"
Gabriela Rovi,41:46,I think it’s also really hard for people to understand that minorities have to fight over the scraps on humanity given out by white people. So we are pitted against each other and are used as fuel
Angie Rice,41:47,"unfortunately a lot of white people don't understand that white privilege isn't something YOU do, it's something that's done TO you, without your knowing"
Jessica Barone,41:47,"katherine if you can leave your house without being afraid of the police because of the color of your skin, that is white privilege"
Unapologetically Mocha,41:50,Without being questioned about your actions.
Jayne Lim,41:50,sometimes the most basic of things are the hardest to explain
Katherine Kempton,41:51,"Also, white privilege has EVERYTHING to do with economics, from redlining in housing to generational wealth."
Graciela,41:52,Dionculbert- yes it is frustrating when you have to explain something so simple as “search how to be anti racist”...I am just trying to help educate so black people don’t have to wast their energy
Angi English,41:56,I live here in MN and I have hardly slept at all since this all started. I am scared and heartbroken. Especially for my granddaughter who is part African-American. She's 7 and can't understand....
Jo Va,41:57,"white privilege STARTS with economics. what did slavery sustain? the economy. who does the economy benefit , white ppl. who will most likely get the job? who will be asked to leave the store?"
Talestra,42:00,"the moment people hear ""privilege "" they feel attacked. Instead of owning it and using it for the benefit of the human race."
Trashley Fellers,42:01,"it's not enough to simply be ""not racist"" you must be Anti-racist"
Mandy S.,42:02,"Yeah. You can't just explain to your children not to be racist, you have to explain to them the ways other people are racist and to recognize micro-aggressions and systemic issues."
nodhill,42:03,white privilege unltimately has everything to with economics. Red Lining is something as a white person you dont deal with...
Angie B,42:07,There's nothing wrong with doing research to aid with explaining white privilege
Ursula TheAwesome,42:08,What is happening now is called Divide and Conquer. It is easy to manipulate
Jennifer Ruiz,42:09,explaining white privilege to a child goes back to the language you speak because child process things differently based on the developmental stage they are at.
ChloeTKMakeup,42:11,When you have people like Jake Paul our looting you realise that a lot of the violence and looting is not coming from black protesters
Gina V,42:12,I just wish people would start looking at each other as fellow human beings instead of the color of their skin or their sex etc.
Tiffany PK,42:17,@CaitlynKirby and that is part of the larger problem. If you don’t think you’re a part of the problem you don’t even care about a solution.
Betty Wilder,42:18,@Maria vassallo I'm 50 too and my best suggestion is a self-curated palette from Makeup Geek.
dioneculbert,42:26,I'm a 42 yr old black woman BTW
Jessica Barone,42:27,"unpack your fragility, white folx, please."
Marisa Irven,42:31,@jessica barone yesssssss!
Maricela Sanchez,42:38,"I’m an educator, my students have so many questions. I don’t know where to start. They ask me questions, I’m their teacher and they want answers from me. How do I help them understand?"
Machteld Sofia,42:46,It's sad that a country such as the US has so much issues like that. With the amount of diversity it has it could be such a great country. It's really sad.
Potat Z,42:47,i still cannot understand how the us preaches to be the beacon of freedom and democracy while theres so much discrimination in the country itself
Karen Smith,42:48,The fact that white people are tuning out because they find the topic distressing is the epitome of white privilege. People of color never get to tune out of their skin color.
Jaime K.,42:49,I saw a post saying a white woman understood her privilege while at a protest. White people formed a line between police and the black/brown protestors. The police backed off immediately. Privilege.
jg heart,42:52,there is even racism in the black culture based on just how dark or light their skin tone is.
manderjack,42:54,we should also acknowledge the good things happening too like those who have come together to help clean up the destruction as a result of the riots. that's what helps me right now
Monz,42:55,Indigoblubeauty i just watched 13th. My friend recommended it to me and I’m so happy I watched it.
Jennifer Ruiz,42:56,white privilege affects every system in place that america was founded on...
Emme Juliana,42:57,It is indeed systemic racism. Apathy and ignorance about racism in a systemically racist culture IS somewhat racist. So is not acknowledging your access and privilege as a non-POC.
Kimberly Stewart,43:00,The systemic nature of it
Claudine Hardy,43:01,I read an article this morning explaining that the guy with his knee on George's neck has been charges with manslaughter and third degree murder. lastly love everyone like they deserve
Mary Dixon,43:07,Very fortunate to live in a diverse city (Ann Arbor MI)
Angi English,43:12,"""why that happened to the man who looks like her""....😢"
Katie Burns,43:15,"I should edit, I meant it doesn’t not matter how you grew up...poor or wealthy, white people are privileged no matter their economic standing"
Amy P and Dirty too,43:15,"children understand things differently than adults, so yeah, searching a way to explain racism to them isnt ridiculous at all.🤷‍♀️🤷‍♀️"
Jennifer Giaramita,43:26,"I shouldnt have to say im not a racist. My actions and treatment of people prove Im not. Its not a ""badge of honor"" or something to be proud of. It should just be how people are."
Sarojin Abhi,43:27,I moved to North Georgia 18 years ago and I've never wanted to move back to MN more. So much ignorance around here.
MzzVixen,43:27,"I lived with racemized everyday, both my parents were very raciest, and tried to get me to be like them, they tried to scare me with people of color and what they would do to me,"
Maggie Sugar,43:29,well said Jen!
Chris Leeds,43:30,Privilege really is a thing. coming from a person that is passing... when people find out I'm not white... I do get treated differently
Sandy P,43:30,I respect you Jen. We all know it’s hard to have these difficult conversations. We have to start somewhere and just do our best.
Lark E.,43:31,"Hi, Jen❣️"
IndigobluBeauty,43:34,@monz very eye opening! Watched it with my son
cheerynesstv,43:35,yes @Katie Burns
Ti Galloway,43:35,"Heavy chat, but I think this topic does need to permeate every topic just to help get the message out. The more voices you hear hopefully the sooner change will happen"
Jennifer Ruiz,43:39,100% @manderjack
Eliza Moeller,43:40,"The term ""white privilege"" helps us isolate race in conversations about oppression. Isolating race - as a related but distinct force from economics - is really important to do in anti-racist work."
Kristin F,43:41,2 weeks ago my dad got arrested for a failure to appear and he was on his knees with his hands behind his back and they still beat him up and stomped his head very bad& gave him a broken nose. 🤬
Marwa Ramsis Farag,43:51,"yes, black people have to work twice as hard..."
Teresa Maldonado,43:52,Wow
Casey KC,43:53,"we need a society that makes success accessable!! that is a huge problem we all live in poverty and are angry, the people up top don't care"
Anna Putnam,43:58,I have bipolar disorder and have been physically tortured for absolutely no reason other than the officers pleasure MANY times during my manias. I am white... the way some police officers are sadistic
Mr Pac-Man,43:59,I think there are a lot of peaceful protests
MelliLynn nnn,44:03,I am from the twin cities... our city is so broken. The Tea pot has boiled over while it had whistled for WAY TOO LONG!
Banshee Muse,44:06,"if you treat someone bad for the color of their skin, you are a piece of crap."
Nikki Crayons,44:09,stop making excuses
Ameerah Muhammad,44:09,You can be a successful rich black man and STILL be pulled over by police in your own neighborhood. THATS the difference
maricella888,44:10,The original stain in the US is slavery which we still haven't dealt with.
Monika luvs beauty420,44:15,"I'm so scared to put on the news today, it's sad, horrible, scary..."
Amanda Harp,44:17,I MADE IT!!!
Jennifer Ruiz,44:27,@Chris Leeds exactly.. i see it all the time. people dont know what i am.. assume white and then when they realize im not.. its a huge problem.. i understand that sentiment and your reality.
nodhill,44:32,white privilege unltimately has everything to with economics. Red Lining is something as a white person you dont deal with...
A.K. C.,44:42,Their skin color isn’t a barrier
Mary Dixon,44:47,police are being trained in a much more violent way since 9/11
Unapologetically Mocha,44:55,"White privilege: If a white person pulls out a credit card for a purchase, no one questions it. If a POC does it, an ID is required."
ChloeTKMakeup,45:02,"Jake Paul and plenty of other white, privileged people were involved in looting but black protesters will be blamed"
MzzVixen,45:15,"at an early age I fought against their belief's and butted heads with them on it and to so extent still do, and raised me kids to look past a persons skin and look at the person, themselves"
EnchantedWings,45:19,I have attended a unconscious bias training last year. It's eye opening to see how unconscious biases affect all of us in different ways.
Mayra L,45:20,"Red lining, loan approvals, etc"
cheerynesstv,45:20,"it's difficult to say things in the right way, in this moment, because it can be taken so many different ways by so many people"
Jennifer Ruiz,45:22,absolutely.. @Unapologetically Mocha or shopping in a higher boutique and instantly security is stalking you
Jacqui Dias,45:27,As a POC I watched the struggle first hand. I don’t condone looting and all that but dayum HEAR US !!!!
Trashley Fellers,45:31,there are certain challenges they will never have have to face simply due to the color of their skin
IndigobluBeauty,45:31,@mellilynn nnn from the twin cities here too! The officer lives in my neighborhood. Originally from Northside
Chris Leeds,45:33,@Jennifer Ruiz It is heart braking. Do you also get dismissed by other people from your POC background? I do. I'm not PR enough
Graciela,45:34,White privelege=you have benefits just by by white. I am a light skinned Mexican woman. I benefit from white privelege bc I often pass for white.
Melissa Fallenstein,45:34,putting your knee on someone's neck is not something Police Officers are trained to do
Julie,45:37,hate is taught
nerdlingful,45:40,Think of the cops in a Utah who were caught on video pushing N elderly white man with a cane to the ground for no apparent reason. The man was crawling away in fear and the same cops picked him up.
cc84ist,45:42,don't be so hard on yourself with words. I understand being mindful but it is just as important to speak truth.
True Baronesse,45:44,You said white privilege doesn't mean you don't struggle - but skin color isn't one of those struggles.
Jessica Barone,45:46,"Mary dixon, look up warrior training. Our municipality in NEPA denounced it years ago and has publicly came out against violent tactics like this."
Claudine Hardy,45:46,the man has been charged with manslaughter and third degree murder
Mandy S.,45:53,Everyone saying they would respect peaceful protests need to remember how white people in the country reacted so pitifully to football players taking a knee. The goalpost is always moving.
Talestra,45:56,"We all have a part to play, we are all responsible. I was sent the link to that video, watched it with my husband. I was in tears and I looked at him, he's not a cryer, but his eyes were wet and he"
nerdlingful,45:57,Tell me that’s not just overflowing testosterone.
Katie Stevens,46:20,"I love your son, oh my God"
Nicole Banker,46:25,"my 4yo daughter doesn't know racism. i pray she will understand that sadly, it does exist, but we love all people."
Katrina Wilson,46:27,Bless his heart!
Jennifer Ruiz,46:27,@Chris Leeds absolutely.. im afro cuban puerto rican with pale and dark complexions and im also sicilian and have some family from naples.. i dont identify with being white.. its a huge issue..
GingerJeanie,46:33,It is so frustrating as a white person who is trying to not be racist to deal with the denial of other white people when it comes to white privilege and racism. Even one’s own family can be guilty.
dioneculbert,46:34,The reason I said that is because I am a 42 year old black woman and thats the fundamental problem with this world: hate and racism start at HOME...and what u teach them from birth...
Teri Birrell,46:34,So innocent
Marisa Irven,46:36,Awe your sons adorable!
Unapologetically Mocha,46:43,White privilege: a white person in a Range Rover is no big deal. A POC in a Range Rover will get pulled over.
Sussex Sandra,46:45,Everybody has an opportunity to be economically successful. The ride upwards has less obstacles the lighter your skin colour. It depends on how many unexplained knock backs a person can take.
Banshee Muse,46:47,"Peaceful Protesting is a right, but looting, burning, and assaulting police officers is wrong."
ALXSSA,46:48,"@chloe kemmer Yes! This is why i disagree with looting. Many people aren't for the cause and are coming just to steal, and then it will be blamed on BLM."
Tracie 3,46:53,Exactly.. Children aren’t born racist..
sandy5791,47:02,Just bought three books from a kids book about... thank you to whomever recommended them.
Isabel,47:02,Children do see the world in interesting ways.
Tiphani Hills,47:04,it's sad how my skin color is seen as threatening. It makes me feel out of place sometimes to be honest.
Heather Rubino,47:04,I believe that we as white women possess the authority to influence in our communities to effect change
Jacqui Dias,47:05,My father was successful but he had to do 3 times the work of his white counterpart and get skipped over 9 times for a promotion to finally get it and nameless money than the white man under him
Jennifer Ruiz,47:08,@Chris Leeds but thats whole nothing issue with multi ethnic people and getting dismissed from both sides or all sides.. but i understand as much as i can black and brown sentiments on this.
Graciela,47:15,More POC are dying bc of the systemic issues that block them from receiving adequate preventative medical care. Along with many other things
Tracey's Fashion Outlook,47:17,@nerdlingful I saw that video and couldn't believe what I was seeing
Angel Griffin,47:22,White fragility is an amazing book on racism from a socialist standpoint Robin DiAngelo
Mayra L,47:25,Yes Gracie.
MzzVixen,47:30,"I disagree Jen, as I said I fought against my parents belief's since I was young"
Vivi Crespo,47:31,That’s true dioneculbert.
Erin McManaway,47:31,Policing has been continually made more militaristic for years. The system we have in this country has been built on racism and is working exactly how it was designed to.
Victoria Thompson,47:35,"at least most protestors I have seen are wearing masks. meanwhile when I have to tell a customer they have to wear a mask to enter my store they throw a fit. We have bigger problems, Karen."
Julie,47:35,"this is our world right now, talking about it helps,  at least it helps me"
Elizabeth Guillot,47:54,"I think with kids it's an ongoing discussion, not one and done. My kid is 14 and the conversation has evolved every time we have it."
ALXSSA,47:55,What Amy Cooper did was white privilege. It exist don't act like it doesn't.
Sarojin Abhi,47:57,"I have an insanely hard time getting interviews when I'm looking for a job, I often wonder if it's my name holding me back"
Jenny K,47:57,And don't forget that it's uncomfortable as a white person to admit to that privilege. It's easier to turn the other cheek and pretend that it's not real.
LaShawn W,48:02,I'm bi racial black and even I experience privilege due to my lighter skin. It's a real thing.
Paula Kauffman,48:06,It was in NYC.
dioneculbert,48:08,Thank you so much Vivi!!
PeachyKyna,48:12,I saw police shove an old man to the ground.
ChloeTKMakeup,48:16,An eight year old black girl got maced in the face walking home - she wasn’t even at the protests just walking home
Jennifer Ruiz,48:18,@Chris Leeds i agree. its insane.. so i understand your sentiments.. but luckily all of my black and brown brothers and sisters accept me bc they know who i am.
Nancy Howell,48:25,I’m 73 and grew up in Baltimore. I was teaching in 1968 when Dr King was assassinated. The riots are still very fresh in my memory. This year reminds me so much of ‘68. So upsetting.
MelliLynn nnn,48:26,"people need to begin to use their white privilege to speak up for those who are silenced! if one more person says ""all lives matter"" I am going to LOSE IT!!"
Ameerah Muhammad,48:31,@LaShawn I am light-skinned black woman and I have light skin privilege.
CarmiMl0v3,48:33,the cop that did that was identified. unfortunately the girl who was pushed suffered a seizure.
MzzVixen,48:38,and that tiny young girl to the ground and his supervisor was next to him and didnt do anything
Makeup with Mia,48:38,"yeah, I was thinking of the little girl in Seattle"
Mandy S.,48:39,Cops instigate violence because they know that peaceful protests make them look bad. When protesters are incited to violence police get their excuse to pull out batons and pepper spray.
Mayra L,48:40,Yes @nodhill
cheerynesstv,48:41,i think these police are not trained properly in conflict de-escalation and resort to aggressive tactics..which get more brutal the darker the color of your skin
Happy Alyssa29,48:41,"so a great big heavy girl would have been less of a victim than the ""tiny girl""?"
Chris Leeds,48:43,@Jennifer Ruiz I also understand... being in the middle is hard because nobody understands why I'm so horribly upset and agree with the outrage...
Gin R,48:50,Riots are the voice of the unheard. We haven't heard them. This is our failing as a country to not addressing the issue.
Julie,48:59,cell phone cameras have change the way that this kind of thing is perceived. Always before the protesters and the rioters were 100% in the wrong
Emme Juliana,49:01,I was so upset by the photojournalist who lost her eye
S E,49:01,"It's also scary how the police is shooting rubber bullets and gasing the media, a swedish reporter was shot and it just shows how scary they are and out of control"
